cp,r,q,moneyness,days,sigma,european,american,premium,premium_pct,premium_bp,vega
call,0.02,0.04,1.15,730,0.4,24.25984840480786,25.249314748387075,0.9894663435792133,4.078617174636256,211.1095657290133,46.86980147784125
call,0.02,0.08,0.85,30,0.2,0.0031256496167010317,0.003146213528183885,2.0563911482853088e-5,0.6579084031996292,1.1842505528700216,0.17364493884352947
call,0.02,0.08,0.85,30,0.4,0.3968008888408976,0.398608297224629,0.0018074083837313903,0.45549504412932246,4.255371981900031,4.247356967661331
call,0.02,0.08,0.85,91,0.2,0.16153950366531467,0.16488639089317061,0.003346887227855949,2.0718692034551447,7.618669344673725,4.3930075928492505
call,0.02,0.08,0.85,91,0.4,2.187284506006943,2.2150724144349203,0.027787908427977293,1.2704295372487353,19.423377651759495,14.306424416074764
call,0.02,0.08,0.85,365,0.2,1.376533302589106,1.4942224254067709,0.11768912281766486,8.5496749403959,53.36067203059597,22.05540491510006
call,0.02,0.08,0.85,365,0.4,7.390933336988898,7.740891093273119,0.34995775628422177,4.734960259116561,101.25476661247728,34.56210191304689
call,0.02,0.08,0.85,730,0.2,2.303157730789252,2.713695925454625,0.410538194665373,17.82501429134377,123.32772753599022,33.28839368629146
call,0.02,0.08,0.85,730,0.4,10.769875192826785,11.80365181344451,1.0337766206177257,9.59877994970886,220.127816134002,46.96256196847099
call,0.02,0.08,1.0,30,0.2,2.040630382670386,2.0794016483537767,0.03877126568339051,1.8999651290428257,34.1786780683709,11.343699602960832
call,0.02,0.08,1.0,30,0.4,4.312324911815139,4.34785295205832,0.03552804024318057,0.8238720636712447,31.27139428531364,11.361194809233698
call,0.02,0.08,1.0,91,0.2,3.2383947251898064,3.3771132062028766,0.13871848101307016,4.283556909664238,71.39661316409385,19.429280306931034
call,0.02,0.08,1.0,91,0.4,7.1396238997315535,7.273172079593245,0.1335481798616911,1.8705212170449546,68.41496064766697,19.520318158108193
call,0.02,0.08,1.0,365,0.2,5.0637088076314285,5.739002136047354,0.6752933284159255,13.335943160835049,187.07331471229742,36.097790294381014
call,0.02,0.08,1.0,365,0.4,12.398589688681241,13.136447665128895,0.7378579764476534,5.951144404119196,200.60841071761294,36.78100902191491
call,0.02,0.08,1.0,730,0.2,5.658728608695849,7.096397002646407,1.437668393950558,25.40620859147181,311.23795846228643,46.19193626168076
call,0.02,0.08,1.0,730,0.4,15.194882551597289,16.93778914177291,1.7429065901756218,11.470352497014906,363.4309436079282,47.95702239531594
call,0.02,0.08,1.15,30,0.2,12.547669493989247,13.043478260869563,0.49580876688031594,3.9514012312631035,7413.482853179692,0.6687933009350123
call,0.02,0.08,1.15,30,0.4,13.158049891299441,13.35357337873274,0.19552348743329873,1.4859609824293616,368.046183863299,5.312471532266199
call,0.02,0.08,1.15,91,0.2,11.966324649838256,13.043478260869563,1.0771536110313065,9.001540928825342,1283.6622571790276,8.391254046827365
